1;New York, NY;8008278;40.7128;-74.0060
2;Los Angeles, CA;3694820;34.0522;-118.2437
3;Chicago, IL;2896016;41.8781;-87.6298
4;Houston, TX;1953631;29.7604;-95.3698
5;Philadelphia, PA;1517550;39.9526;-75.1652
6;Phoenix, AZ;1321045;33.4484;-112.0740
7;San Diego, CA;1223400;32.7157;-117.1611
8;Dallas, TX;1188580;32.7767;-96.7970
9;San Antonio, TX;1144646;29.4241;-98.4936
10;Detroit, MI;951270;42.3314;-83.0458
11;San Jose, CA;894943;37.3382;-121.8863
12;Indianapolis, IN;781870;39.7684;-86.1581
13;San Francisco, CA;776733;37.7749;-122.4194
14;Jacksonville, FL;735617;30.3322;-81.6557
15;Columbus, OH;711470;39.9612;-82.9988
16;Austin, TX;656562;30.2672;-97.7431
17;Baltimore, MD;651154;39.2904;-76.6122
18;Memphis, TN;650100;35.1495;-90.0490
19;Milwaukee, WI;596974;43.0389;-87.9065
20;Boston, MA;589141;42.3601;-71.0589
21;Washington, DC;572059;38.9072;-77.0369
22;El Paso, TX;563662;31.7619;-106.4850
23;Seattle, WA;563374;47.6062;-122.3321
24;Denver, CO;554636;39.7392;-104.9903
25;Nashville-Davidson, TN;545524;36.1627;-86.7816
26;Charlotte, NC;540828;35.2271;-80.8431
27;Fort Worth, TX;534694;32.7555;-97.3308
28;Portland, OR;529121;45.5051;-122.6750
29;Oklahoma City, OK;506132;35.4676;-97.5164
30;Tucson, AZ;486699;32.2226;-110.9747
31;New Orleans, LA;484674;29.9511;-90.0715
32;Las Vegas, NV;478434;36.1699;-115.1398
32;Las Vegas, NV;478434;36.1989;-115.1175
33;Cleveland, OH;478403;41.4993;-81.6944
34;Long Beach, CA;461522;33.7701;-118.1937
35;Albuquerque, NM;448607;35.0844;-106.6504
36;Kansas City, MO;441545;39.0997;-94.5786
37;Fresno, CA;427652;36.7378;-119.7871
38;Virginia Beach, VA;425257;36.8529;-75.9780
39;Atlanta, GA;416474;33.7490;-84.3880
40;Sacramento, CA;407018;38.5816;-121.4944
41;Oakland, CA;399484;37.8044;-122.2712
42;Mesa, AZ;396375;33.4152;-111.8315
43;Tulsa, OK;393049;36.1540;-95.9928
44;Omaha, NE;390007;41.2565;-95.9345
45;Minneapolis, MN;382618;44.9778;-93.2650
46;Honolulu, HI;371657;21.3069;-157.8583
47;Miami, FL;362470;25.7617;-80.1918
48;Colorado Springs, CO;360890;38.8339;-104.8214
49;St Louis, MO;348189;38.6270;-90.1994
50;Wichita, KS;344284;37.6872;-97.3301
51;Santa Ana, CA;337977;33.7455;-117.8677
52;Pittsburgh, PA;334563;40.4406;-79.9959
53;Arlington, TX;332969;32.7357;-97.1081
54;Cincinnati, OH;331285;39.1031;-84.5120
55;Anaheim, CA;328014;33.8366;-117.9143
56;Toledo, OH;313619;41.6528;-83.5379
57;Tampa, FL;303447;27.9506;-82.4572
58;Buffalo, NY;292648;42.8864;-78.8784
59;St Paul, MN;287151;44.9537;-93.0900
60;Corpus Christi, TX;277454;27.8006;-97.3964
61;Aurora, CO;276393;39.7294;-104.8319
62;Raleigh, NC;276093;35.7796;-78.6382
63;Newark, NJ;273546;40.7357;-74.1724
64;Lexington-Fayette, KY;260512;38.0406;-84.5037
65;Anchorage, AK;260283;61.2181;-149.9003
66;Louisville, KY;256231;38.2527;-85.7585
67;Riverside, CA;255166;33.9806;-117.3755
68;St Petersburg, FL;248232;27.7676;-82.6403
69;Bakersfield, CA;247057;35.3733;-119.0187
70;Stockton, CA;243771;37.9577;-121.2908
71;Birmingham, AL;242820;33.5186;-86.8104
72;Jersey City, NJ;240055;40.7178;-74.0431
73;Norfolk, VA;234403;36.8508;-76.2859
74;Baton Rouge, LA;227818;30.4515;-91.1871
75;Hialeah, FL;226419;25.8576;-80.2781
76;Lincoln, NE;225581;40.8136;-96.7026
77;Greensboro, NC;223891;36.0726;-79.7920
78;Plano, TX;222030;33.0198;-96.6989
79;Rochester, NY;219773;43.1566;-77.6088
80;Glendale, AZ;218812;33.5387;-112.1860
81;Akron, OH;217074;41.0814;-81.5190
82;Garland, TX;215768;32.9126;-96.6389
83;Madison, WI;208054;43.0731;-89.4012
84;Fort Wayne, IN;205727;41.0793;-85.1394
85;Fremont, CA;203413;37.5485;-121.9886
86;Scottsdale, AZ;202705;33.4942;-111.9261
87;Montgomery, AL;201568;32.3792;-86.3077
88;Shreveport, LA;200145;32.5252;-93.7502
89;Lubbock, TX;199564;33.5779;-101.8552
90;Chesapeake, VA;199184;36.7682;-76.2875
91;Mobile, AL;198915;30.6954;-88.0399
92;Des Moines, IA;198682;41.5868;-93.6250
93;Grand Rapids, MI;197800;42.9634;-85.6681
94;Richmond, VA;197790;37.5407;-77.4360
95;Yonkers, NY;196086;40.9312;-73.8987
96;Spokane, WA;195629;47.6588;-117.4260
97;Augusta-Richmond, GA;195182;33.4735;-82.0105
98;Glendale, CA;194973;34.1425;-118.2551
99;Tacoma, WA;193556;47.2529;-122.4443
100;Irving, TX;191615;32.8140;-96.9489
