1;New York, NY;813669;40.7128;-74.0060
51;Lawrence, MA;17639;42.7070;-71.1631
2;Philadelphia, PA;565529;39.9526;-75.1652
52;Lancaster, PA;17603;40.0379;-76.3055
3;Brooklyn, NY;266661;40.6782;-73.9442
53;Trenton, NJ;17228;40.2206;-74.7597
4;Baltimore, MD;212418;39.2904;-76.6122
54;Nashville, TN;16988;36.1627;-86.7816
5;Boston, MA;177840;42.3601;-71.0589
55;Oswego, NY;16816;43.4553;-76.5105
6;New Orleans, LA;168675;29.9511;-90.0715
56;Covington, KY;16471;39.0837;-84.5086
7;Cincinnati, OH;161044;39.1031;-84.5120
57;Bangor, ME;16407;44.8016;-68.7712
8;St Louis, MO;160773;38.6270;-90.1994
58;Taunton, MA;15376;41.9001;-71.0898
9;Chicago, IL;112172;41.8781;-87.6298
59;Springfield, MA;15199;42.1015;-72.5898
10;Buffalo, NY;81129;42.8864;-78.8784
60;Poughkeepsie, NY;14726;41.7004;-73.9210
11;Newark, NJ;71941;40.7357;-74.1724
61;Norfolk, VA;14620;36.8508;-76.2859
12;Louisville, KY;68033;38.2527;-85.7585
62;Camden, NJ;14358;39.9259;-75.1196
13;Albany, NY;62367;42.6526;-73.7562
63;Wheeling, VA;14083;40.0640;-80.7209
14;Washington, DC;61122;38.9072;-77.0369
64;Norwich, CT;14048;41.5243;-72.0759
15;San Francisco, CA;56802;37.7749;-122.4194
65;Peoria, IL;14045;40.6936;-89.5890
16;Providence, RI;50666;41.8240;-71.4128
16;Providence, RI;50666;41.8536;-71.4677
66;Fall River, MA;14026;41.7015;-71.1550
17;Pittsburgh, PA;49221;40.4406;-79.9959
67;Sacramento, CA;13785;38.5816;-121.4944
18;Rochester, NY;48204;43.1566;-77.6088
68;Toledo, OH;13768;41.6528;-83.5379
19;Detroit, MI;45619;42.3314;-83.0458
69;Quincy, IL;13718;39.9356;-91.4099
20;Milwaukee, WI;45246;43.0389;-87.9065
70;Harrisburg, PA;13405;40.2732;-76.8867
21;Cleveland, OH;43417;41.4993;-81.6944
71;Newburyport, MA;13401;42.8126;-70.8773
22;Charleston, SC;40522;32.7765;-79.9311
72;Chelsea, MA;13395;42.3918;-71.0328
23;New Haven, CT;39267;41.3083;-72.9279
73;Dubuque, IA;13000;42.5023;-90.6655
24;Troy, NY;39235;42.7284;-73.6918
74;Alexandria, VA;12652;38.8048;-77.0469
25;Richmond, VA;37910;37.5407;-77.4360
75;New Albany, IN;12647;38.2856;-85.8241
26;Lowell, MA;36827;42.6334;-71.3162
76;Newburgh, NY;12578;41.5034;-74.0104
27;Mobile, AL;29258;30.6954;-88.0399
77;Augusta, GA;12493;33.4735;-82.0105
28;Jersey City, NJ;29226;40.7178;-74.0431
78;Bridgeport, CT;12106;41.1792;-73.1894
29;Allegheny, PA;28702;40.4451;-80.0088
79;North Providence, RI;11818;41.8536;-71.4677
30;Syracuse, NY;28119;43.0481;-76.1474
80;Elizabeth, NJ;11567;40.6640;-74.2107
31;Hartford, CT;26917;41.7658;-72.6734
81;Evansville, IN;11484;37.9716;-87.5711
32;Portland, ME;26341;43.6591;-70.2568
82;Davenport, IA;11267;41.5236;-90.5776
33;Cambridge, MA;26060;42.3736;-71.1097
83;New Brunswick, NJ;11256;40.4862;-74.4518
34;Roxbury, MA;25137;42.3152;-71.0914
84;Auburn, NY;10986;42.9317;-76.5661
35;Charlestown, MA;25065;42.3782;-71.0602
85;Gloucester, MA;10904;42.6159;-70.6620
36;Worcester, MA;24960;42.2626;-71.8023
86;Concord, NH;10896;43.2081;-71.5376
37;Reading, PA;23162;40.3356;-75.9269
87;Lockport, NY;10871;43.1706;-78.6903
38;Memphis, TN;22623;35.1495;-90.0490
88;Newport, RI;10508;41.4901;-71.3128
39;Utica, NY;22529;43.1009;-75.2327
89;St Paul, MN;10401;44.9537;-93.0900
40;New Bedford, MA;22300;41.6362;-70.9342
90;New London, CT;10115;41.3557;-72.0995
41;Savannah, GA;22292;32.0809;-81.0912
91;Nashua, NH;10065;42.7654;-71.4676
42;Salem, MA;22252;42.5195;-70.8967
92;Newport, KY;10046;39.0914;-84.4958
43;Wilmington, DE;21258;39.7447;-75.5484
93;Waterbury, CT;10004;41.5582;-73.0515
44;Manchester, NH;20107;42.9956;-71.4548
94;Haverhill, MA;9995;42.7762;-71.0773
45;Dayton, OH;20081;39.7589;-84.1916
95;Dorchester, MA;9769;42.3016;-71.0676
46;Paterson, NJ;19586;40.9168;-74.1718
96;Hoboken, NJ;9662;40.7440;-74.0324
47;Lynn, MA;19083;42.4668;-70.9495
97;Columbus, GA;9621;32.4610;-84.9877
48;Indianapolis, IN;18611;39.7684;-86.1581
98;Schenectady, NY;9579;42.8142;-73.9396
49;Columbus, OH;18554;39.9612;-82.9988
99;Atlanta, GA;9554;33.7490;-84.3880
50;Petersburg, VA;18266;37.2279;-77.4019
100;Wilmington, NC;9552;34.2104;-77.8868
