1;New York, NY;8175133;40.7128;-74.0060
2;Los Angeles, CA;3792621;34.0522;-118.2437
3;Chicago, IL;2695598;41.8781;-87.6298
4;Houston, TX;2099451;29.7604;-95.3698
5;Philadelphia, PA;1526006;39.9526;-75.1652
6;Phoenix, AZ;1445632;33.4484;-112.0740
7;San AntonioTX;1327407;29.4241;-98.4936
8;San Diego, CA;1307402;32.7157;-117.1611
9;Dallas, TX;1197816;32.7767;-96.7970
10;San Jose, CA;945942;37.3382;-121.8863
11;Jacksonville, FL;821784;30.3322;-81.6557
12;Indianapolis, IN;820445;39.7684;-86.1581
13;San Francisco, CA;805235;37.7749;-122.4194
14;Austin, TX;790390;30.2672;-97.7431
15;Columbus, OH;787033;39.9612;-82.9988
16;Fort Worth, TX;741206;32.7555;-97.3308
17;Louisville, KY;741096;38.2527;-85.7585
18;Charlotte, NC;731424;35.2271;-80.8431
19;Detroit, MI;713777;42.3314;-83.0458
20;El Paso, TX;649121;31.7619;-106.4850
21;Memphis, TN;646889;35.1495;-90.0490
22;Baltimore, MD;620961;39.2904;-76.6122
23;Boston, MA;617594;42.3601;-71.0589
24;Seattle, WA;608660;47.6062;-122.3321
25;Washington, DC;601723;38.9072;-77.0369
26;Nashville, TN;601222;36.1627;-86.7816
27;Denver, CO;600158;39.7392;-104.9903
28;Milwaukee, WI;594833;43.0389;-87.9065
29;Portland, OR;583776;45.5051;-122.6750
30;Las Vegas, NV;583756;36.1699;-115.1398
30;Las Vegas, NV;583756;36.1989;-115.1175
30;Las Vegas, NV;583756;36.1699;-115.1398
30;Las Vegas, NV;583756;36.1989;-115.1175
31;Oklahoma City, OK;579999;35.4676;-97.5164
32;Albuquerque, NM;545852;35.0844;-106.6504
33;Tucson, AZ;520116;32.2226;-110.9747
34;Fresno, CA;494665;36.7378;-119.7871
35;Sacramento, CA;466488;38.5816;-121.4944
36;Long Beach, CA;462257;33.7701;-118.1937
37;Kansas City, MO;459787;39.0997;-94.5786
38;Mesa, AZ;439041;33.4152;-111.8315
39;Virginia Beach, VA;437994;36.8529;-75.9780
40;Atlanta, GA;420003;33.7490;-84.3880
41;Colorado Springs, CO;416427;38.8339;-104.8214
42;Omaha, NE;408958;41.2565;-95.9345
43;Raleigh, NC;403892;35.7796;-78.6382
44;Miami, FL;399457;25.7617;-80.1918
45;Cleveland, OH;396815;41.4993;-81.6944
46;San Juan, PR;395326;18.4655;-66.1057
47;Tulsa, OK;391906;36.1540;-95.9928
48;Oakland, CA;390724;37.8044;-122.2712
49;Minneapolis, MN;382578;44.9778;-93.2650
50;Wichita, KS;382368;37.6872;-97.3301
51;Arlington, TX;365438;32.7357;-97.1081
52;Bakersfield, CA;347483;35.3733;-119.0187
53;New Orleans, LA;343829;29.9511;-90.0715
54;Honolulu, HI;337256;21.3069;-157.8583
55;Anaheim, CA;336265;33.8366;-117.9143
56;Tampa, FL;335709;27.9506;-82.4572
57;Aurora, CO;325078;39.7294;-104.8319
58;Santa Ana, CA;324528;33.7455;-117.8677
59;St Louis, MO;319294;38.6270;-90.1994
60;Pittsburgh, PA;305704;40.4406;-79.9959
61;Corpus Christi, TX;305215;27.8006;-97.3964
62;Riverside, CA;303871;33.9806;-117.3755
63;Cincinnati, OH;296943;39.1031;-84.5120
64;Lexington, KY;295803;38.0406;-84.5037
65;Anchorage, AK;291826;61.2181;-149.9003
66;Stockton, CA;291707;37.9577;-121.2908
67;Toledo, OH;287208;41.6528;-83.5379
68;St Paul, MN;285068;44.9537;-93.0900
69;Newark, NJ;277140;40.7357;-74.1724
70;Greensboro, NC;269666;36.0726;-79.7920
71;Buffalo, NY;261310;42.8864;-78.8784
72;Plano, TX;259841;33.0198;-96.6989
73;Lincoln, NE;258379;40.8136;-96.7026
74;Henderson, NV;257729;36.0395;-114.9817
75;Fort Wayne, IN;253691;41.0793;-85.1394
76;Jersey City, NJ;247597;40.7178;-74.0431
77;Saint Petersburg, FL;244769;27.7676;-82.6403
78;Chula Vista, CA;243916;32.6401;-117.0842
79;Norfolk, VA;242803;36.8508;-76.2859
80;Orlando, FL;238300;28.5383;-81.3792
81;Chandler, AZ;236123;33.3062;-111.8413
82;Laredo, TX;236091;27.5036;-99.5076
83;Madison, WI;233209;43.0731;-89.4012
84;Winston-Salem, NC;229617;36.0999;-80.2442
85;Lubbock, TX;229573;33.5779;-101.8552
86;Baton Rouge, LA;229493;30.4515;-91.1871
87;Durham, NC;228330;35.9940;-78.8986
88;Garland, TX;226876;32.9126;-96.6389
89;Glendale, AZ;226721;33.5387;-112.1860
90;Reno, NV;225221;39.5296;-119.8138
91;Hialeah, FL;224669;25.8576;-80.2781
92;Chesapeake, VA;222209;36.7682;-76.2875
93;Scottsdale, AZ;217385;33.4942;-111.9261
94;North Las Vegas, NV;216961;36.1989;-115.1175
95;Irving, TX;216290;32.8140;-96.9489
96;Fremont, CA;214089;37.5485;-121.9886
97;Irvine, CA;212375;33.6846;-117.8265
98;Birmingham, AL;212237;33.5186;-86.8104
99;Rochester, NY;210565;43.1566;-77.6088
100;San Bernardino, CA;209924;34.1083;-117.2898
