1;New York, NY;7891957;40.7128;-74.0060
2;Chicago, IL;3620962;41.8781;-87.6298
3;Philadelphia, PA;2071605;39.9526;-75.1652
4;Los Angeles, CA;1970358;34.0522;-118.2437
5;Detroit, MI;1849568;42.3314;-83.0458
6;Baltimore, MD;949708;39.2904;-76.6122
7;Cleveland, OH;914808;41.4993;-81.6944
8;St Louis, MO;856796;38.6270;-90.1994
9;Washington, DC;802178;38.9072;-77.0369
10;Boston, MA;801444;42.3601;-71.0589
11;San Francisco, CA;775357;37.7749;-122.4194
12;Pittsburgh, PA;676806;40.4406;-79.9959
13;Milwaukee, WI;637392;43.0389;-87.9065
14;Houston, TX;596163;29.7604;-95.3698
15;Buffalo, NY;580132;42.8864;-78.8784
16;New Orleans, LA;570445;29.9511;-90.0715
17;Minneapolis, MN;521718;44.9778;-93.2650
18;Cincinnati, OH;503998;39.1031;-84.5120
19;Seattle, WA;467591;47.6062;-122.3321
20;Kansas City, MO;456622;39.0997;-94.5786
21;Newark, NJ;438776;40.7357;-74.1724
22;Dallas, TX;434462;32.7767;-96.7970
23;Indianapolis, IN;427173;39.7684;-86.1581
24;Denver, CO;415786;39.7392;-104.9903
25;San Antonio, TX;408442;29.4241;-98.4936
26;Memphis, TN;396000;35.1495;-90.0490
27;Oakland, CA;384575;37.8044;-122.2712
28;Columbus, OH;375901;39.9612;-82.9988
29;Portland, OR;373628;45.5051;-122.6750
30;Louisville, KY;369129;38.2527;-85.7585
31;San Diego, CA;334387;32.7157;-117.1611
32;Rochester, NY;332488;43.1566;-77.6088
33;Atlanta, GA;331314;33.7490;-84.3880
34;Birmingham, AL;326037;33.5186;-86.8104
35;St Paul, MN;311349;44.9537;-93.0900
36;Toledo, OH;303616;41.6528;-83.5379
37;Jersey City, NJ;299017;40.7178;-74.0431
38;Fort Worth, TX;278778;32.7555;-97.3308
39;Akron, OH;274605;41.0814;-81.5190
40;Omaha, NE;251117;41.2565;-95.9345
41;Long Beach, CA;250767;33.7701;-118.1937
42;Miami, FL;249276;25.7617;-80.1918
43;Providence, RI;248674;41.8240;-71.4128
43;Providence, RI;248674;41.8536;-71.4677
44;Dayton, OH;243872;39.7589;-84.1916
45;Oklahoma City, OK;243504;35.4676;-97.5164
46;Richmond, VA;230310;37.5407;-77.4360
47;Syracuse, NY;220583;43.0481;-76.1474
48;Norfolk, VA;213513;36.8508;-76.2859
49;Jacksonville, FL;204517;30.3322;-81.6557
50;Worcester, MA;203486;42.2626;-71.8023
51;Tulsa, OK;182740;36.1540;-95.9928
52;Salt Lake City, UT;182121;40.7608;-111.8910
53;Des Moines, IA;177965;41.5868;-93.6250
54;Hartford, CT;177397;41.7658;-72.6734
55;Grand Rapids, MI;176515;42.9634;-85.6681
56;Nashville, TN;174307;36.1627;-86.7816
57;Youngstown, OH;168330;41.0998;-80.6495
58;Wichita, KS;168279;37.6872;-97.3301
59;New Haven, CT;164443;41.3083;-72.9279
60;Flint, MI;163143;43.0125;-83.6875
61;Springfield, MA;162399;42.1015;-72.5898
62;Spokane WA;161721;47.6588;-117.4260
63;Bridgeport, CT;158709;41.1792;-73.1894
64;Yonkers, NY;152798;40.9312;-73.8987
65;Tacoma WA;143673;47.2529;-122.4443
66;Paterson, NJ;139336;40.9168;-74.1718
67;Sacramento, CA;137572;38.5816;-121.4944
68;Arlington, VA;135449;38.8816;-77.0910
69;Albany, NY;134995;42.6526;-73.7562
70;Charlotte, NC;134042;35.2271;-80.8431
71;Gary, IN;133911;41.6020;-87.3372
72;Fort Wayne, IN;133607;41.0793;-85.1394
73;Austin, TX;132459;30.2672;-97.7431
74;Chattanooga, TN;131041;35.0456;-85.3097
75;Erie, PA;130803;42.1292;-80.0851
76;El Paso, TX;130485;31.7619;-106.4850
77;Kansas City, KS;129553;39.1155;-94.6268
78;Mobile, AL;129009;30.6954;-88.0399
79;Evansville, IN;128636;37.9716;-87.5711
80;Trenton, NJ;128009;40.2206;-74.7597
81;Shreveport, LA;127206;32.5252;-93.7502
82;Baton Rouge, LA;125629;30.4515;-91.1871
83;Scranton, PA;125536;41.4090;-75.6624
84;Knoxville, TN;124769;35.9606;-83.9207
85;Tampa, FL;124681;27.9506;-82.4572
86;Camden, NJ;124555;39.9259;-75.1196
87;Cambridge, MA;120740;42.3736;-71.1097
88;Savannah, GA;119638;32.0809;-81.0912
89;Canton, OH;116912;40.7989;-81.3784
90;South Bend, IN;115911;41.6764;-86.2520
91;Berkeley, CA;113805;37.8715;-122.2730
92;Elizabeth, NJ;112817;40.6640;-74.2107
93;Fall River, MA;111963;41.7015;-71.1550
94;Peoria, IL;111856;40.6936;-89.5890
95;Wilmington, DE;110356;39.7447;-75.5484
96;Reading, PA;109320;40.3356;-75.9269
97;New Bedford, MA;109189;41.6362;-70.9342
98;Corpus Christi, TX;108287;27.8006;-97.3964
99;Phoenix, AZ;106818;33.4484;-112.0740
100;Allentown, PA;106756;40.6023;-75.4714
